Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Always Kabhi Kabhi,2011,126.0,"Comedy, Crime, Drama",4.0,1.0,Roshan Abbas,Lillete Dubey,Satyajeet Dubey,Ali Fazal
Always Tell Your Wife,1936,131.0,Drama,6.0,25.0,Franz Osten,Devika Rani,Rekha,Pran
Amaanat,1943,131.0,Drama,6.0,25.0,Lalit Chandra Mehta,Gulzar,Rekha,Pran
Amaanat,1977,131.0,"Drama, Family",6.1,24.0,Shatrujit Paul,Manoj Kumar,Sadhana,Balraj Sahni
Amaanat,1994,140.0,"Action, Drama",4.7,552.0,Raj N. Sippy,Sanjay Dutt,Akshay Kumar,Heera Rajgopal
Amal,2017,87.0,"Crime, Drama, Fantasy",6.0,25.0,Afnan Amrohi,Afnan Amrohi,Rekha,Pran
Aman,1967,152.0,"Adventure, Drama, Romance",6.5,41.0,Mohan Kumar,Rajendra Kumar,Saira Banu,Balraj Sahni
Aman Ke Farishtey,2016,137.0,Action,6.6,23.0,Kader Kashmiri,Sonia Albizuri,Dev Anand,Bob Christo
Amanat,1955,131.0,"Drama, Family",7.1,15.0,Aravind Sen,Bharat Bhushan,Chand Usmani,Nasir Hussain
Amangal,2021,131.0,Drama,6.0,25.0,Avinash Dhyani,Avinash Dhyani,Suruchi Saklani,Sanskriti Bhatt
Amanush,1975,153.0,"Drama, Family",7.0,232.0,Shakti Samanta,Uttam Kumar,Sharmila Tagore,Prema Narayan
Amar,1954,149.0,"Drama, Musical, Romance",6.8,162.0,Mehboob Khan,Madhubala,Nimmi,Dilip Kumar
Amar Deep,1958,148.0,"Musical, Romance",6.6,38.0,T. Prakash Rao,Dev Anand,Vyjayanthimala,Padmini
Amar Deep,1979,131.0,"Drama, Romance",6.9,66.0,R. Krishnamurthy,K. Vijayan,Rajesh Khanna,Vinod Mehra
Amar Joshi Shahid Ho Gaya,2005,131.0,Comedy,5.6,17.0,Rajnish Thakur,Sunil Shetty,Rajpal Yadav,Shawar Ali
Amar Jyoti,1936,166.0,Drama,6.1,17.0,Shantaram Rajaram Vankudre,Durga Khote,Shanta Apte,Vasanti
Amar Jyoti,1984,131.0,Romance,6.0,25.0,Mahipal,Alok Nath,Karan Razdan,Anila Singh
Amar Jyoti,1967,131.0,Drama,6.0,25.0,Jeevan,Mahipal,Kamal Mehra,D.K. Sapru
Amar Kahani,1949,131.0,Romance,6.0,25.0,Brij Sharma,Jagdish Mehta,Paidi Jairaj,Ranjana
Amar Kahani Ravidas Ji Ki,2020,98.0,History,6.0,25.0,Arvind Singh Sirohi,Bhawana Arora,Samayera Khan,Sandeep Mohan
Amar Kirtan,1954,131.0,Drama,6.0,25.0,Chand Burke,Jayant,Shahu Modak,Madan Puri
Amar Prem,1936,131.0,Drama,6.0,25.0,Natwar Shyam,Ansuya,Rekha,Pran
Amar Prem,1948,131.0,Drama,8.0,39.0,N.M. Kelkar,Madhav Kale,Raj Kapoor,Madhubala
Amar Prem,1960,131.0,Drama,7.2,6.0,Ramanna,Shivaji Ganesan,Krishna Rao,Savitri
Amar Prem,1972,143.0,"Drama, Musical, Romance",8.2,1.0,Shakti Samanta,Rajesh Khanna,Sharmila Tagore,Sujit Kumar
Amar Prem,2020,143.0,Drama,4.4,25.0,Tanveer Hashmi,Chandrima Banerjee,Kundan Bhardwaj,Sufi
Amar Pyar,1958,131.0,Fantasy,6.0,25.0,Hiralal,Mahipal,Shakila,Pran
Amar Rahe Ye Pyar,1961,121.0,Drama,6.5,14.0,Prabhu,Rajendra Kumar,Nalini Jaywant,Nanda
Amar Raj,1946,131.0,"Drama, Musical",6.0,25.0,Homi Wadia,Naseem Jr.,Trilok Kapoor,H. Prakash
Amar Saheed Bhagat Singh,1974,131.0,Action,6.0,25.0,Omi Bedi,Rajni Bala,Som Dutt,Achala Sachdev
Amar Saigal,1955,131.0,Drama,6.0,25.0,Nitin Bose,Akhtar Jahan,G. Mungeri,Padmadevi
Amar Samadhi,1958,131.0,Action,6.0,25.0,Shahu Modak,Shyama,Rekha,Pran
Amar Shaheed,1959,131.0,Drama,6.0,25.0,B. Ramakrishnaiah Panthulu,Shivaji Ganesan,Padmini,Gemini Ganesan
Amar Shaheed,1936,131.0,Drama,6.0,25.0,B. Pawar,Ashok Kumar,Rekha,Pran
Amar Shakti,1978,133.0,"Action, Adventure, Comedy",4.9,16.0,Harmesh Malhotra,Shashi Kapoor,Shatrughan Sinha,Sulakshana Pandit
Amar Shilpi,1977,131.0,Drama,6.0,25.0,Saroja Devi B.,Jayalalitha J,Rekha,Pran
Amar Suhagin,1978,131.0,Drama,6.0,25.0,Babubhai Mistry,Ashok Kumar,Rekha,Pran
Amar Yauvan,1982,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
"Amar, Akbar and Anthony",1977,184.0,"Action, Comedy, Drama",7.5,7.0,Manmohan Desai,Vinod Khanna,Rishi Kapoor,Amitabh Bachchan
Amarsinh Rathod,1956,131.0,Drama,6.0,25.0,Jaswant Jhaveri,Nirupa Roy,Ram Singh,Ramesh Sinha
Amavas,1991,131.0,Horror,6.0,25.0,Sidharth Srinivasan,Ashok Kumar,Rekha,Pran
Amavas,2019,134.0,"Horror, Thriller",2.8,308.0,Bhushan Patel,Ali Asgar,Ali Asgar,Vivan Bhatena
Amavas Ka Chand,1979,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Amavas Ki Raat,1990,131.0,Horror,3.1,18.0,Mohan Bhakri,Ratan Aulakh,Rakesh Bedi,Sunil Dhawan
Amba,1990,153.0,Family,4.2,41.0,Mohan Kumar,Shabana Azmi,Anil Kapoor,Meenakshi Sheshadri
Amba Ambika Ambalika,1976,131.0,Drama,6.0,25.0,P. Subramaniam,Anandavally,Rani Chandra,Hari
Ambarish,1934,131.0,Drama,6.0,25.0,Gunjal,M. Bhagwandas,Kamlabai Gokhale,Gulab
Ambassador of Socialism,2016,131.0,Biography,6.0,25.0,Charu Sharma,Ashok Kumar,Rekha,Pran
Ambe Maa Jagdambe Maa,1980,131.0,"Comedy, Drama, Family",5.3,6.0,Sukhdev Ahluwalia,Lata Arora,Yogesh Chhabra,Surjeet Kaur
Amber,1952,141.0,"Action, Adventure, Drama",6.9,65.0,Jayant Desai,Nargis,Raj Kapoor,Agha
Amber,1985,131.0,Romance,5.8,11.0,Prasenjit Chatterjee,Pradeep Kumar,Anuradha Patel,Rameshwari
Amdavad Junction,2013,95.0,Mystery,4.4,16.0,Apurv Bajpai,Rohan Jardosh,Ishita Salot,Gunjan Vyas
Ameena,1934,131.0,Drama,6.0,25.0,Aghajani,Mahajbin,Rekha,Pran
Ameer,1954,131.0,Drama,6.0,25.0,Chandu,Geeta Bali,Kamal Kapoor,Manju
Ameer Aadmi Gharib Aadmi,1985,131.0,Drama,5.4,19.0,Amjad Khan,Amitabh Bachchan,Zeenat Aman,Rabia Amin
Ameeree,1945,131.0,Drama,6.0,25.0,P.C. Barua,Ashok Kumar,Rekha,Pran
American Desi,2001,100.0,"Comedy, Drama, Romance",6.6,1.0,Piyush Dinker Pandya,Deep Katdare,Ronobir Lahiri,Purva Bedi
Amir Garib,1974,140.0,"Action, Thriller",6.6,90.0,Mohan Kumar,Dev Anand,Hema Malini,Prem Nath
Amir Salman Shahrukh,2016,131.0,Comedy,5.5,12.0,Dewashish Ghosh,Sagar Pandey,Raju Rahikwar,Pran
Amiri Garibi,1990,155.0,Family,4.9,47.0,Harmesh Malhotra,Jeetendra,Rekha,Rishi Kapoor
Amirzadi,1934,131.0,Drama,6.0,25.0,Abdul Rehman Kabuli,Rajkumari,Sultana,Pran
Amit Sahni Ki List,2014,110.0,"Comedy, Romance",5.4,347.0,Ajay Bhuyan,Vir Das,Vega Tamotia,Anindita Nayar
Amma,2002,131.0,"Drama, Crime",6.2,6.0,Yashpal Sharma,Shambhavi Agrawal,Brahmanandam,Ayesha Jhulka
Amma,1986,135.0,Drama,6.2,11.0,Jiten,Rakhee Gulzar,Mithun Chakraborty,Suresh Oberoi
Amma Nagamma,2001,110.0,"Drama, Fantasy, Thriller",5.6,7.0,C.H. Balaji Singh Babu,Dhamini,Kumar Govind,Prema
Ammaa Ki Boli,2021,117.0,"Comedy, Drama",8.1,871.0,Narayan Chauhan,Sanjay Mishra,Hrishitaa Bhatt,Master Aniket
Ammayi Kosam,2001,131.0,Drama,5.6,45.0,Muppalaneni Siva,Meena,Vineeth,Siva Reddy
Ammu Ki Bakari,1980,131.0,Drama,6.0,25.0,Ramu Kariat,Ashok Kumar,Rekha,Pran
Amnol Sahara,1952,131.0,Drama,6.0,25.0,Raaj Kumar,Ashok Kumar,Rekha,Pran
Amphigori,2013,131.0,"Action, Comedy, Crime",6.0,25.0,Shitiz Srivastava,Shitiz Srivastava,Avinash Dhyani,Dipankar Bahalia
Amrapali,1945,131.0,Drama,6.0,25.0,Nandlal Jaswantlal,Prem Adib,Arun,Sabita Devi
Amrapali,1966,119.0,"Musical, Fantasy",6.6,194.0,Lekh Tandon,Vyjayanthimala,Sunil Dutt,Prem Nath
Amriki Pandit,2021,131.0,Drama,6.0,25.0,Kalpesh Garg,Madhavan,Manju Warrier,Deepti Sati
Amrit,1986,137.0,"Drama, Family",7.0,169.0,Mohan Kumar,Rajesh Khanna,Smita Patil,Aruna Irani
Amrit,1941,153.0,Drama,6.0,25.0,Master Vinayak,Dada Salvi,Baburao Pendharkar,Lalita Pawar
Amrit,1941,162.0,Drama,6.0,25.0,Master Vinayak,Dada Salvi,Baburao Pendharkar,Lalita Pawar
Amrit Manthan,1961,131.0,Drama,6.0,25.0,S.N. Tripathi,Sulochana Chatterjee,Dalpat,Manher Desai
Amrita,1999,131.0,Thriller,6.0,25.0,Kakoli Biswas,Arun Bali,Saptrishi Ghosh,Jaya Seal
Amruta,1999,131.0,Romance,6.0,25.0,Usman Baig,Chandrashekhar,Sudhir Dalvi,Gulshan Grover
Amshini,1987,131.0,Drama,6.0,25.0,Krishnan Kartha,Marcus Bartley,Seema Biswas,Venu Gopal
Amu,2005,102.0,Drama,7.3,856.0,Shonali Bose,Konkona Sen Sharma,Yashpal Sharma,Brinda Karat
Amulyam (Priceless),1978,131.0,Drama,6.0,25.0,Akkineni Kutumba Rao,Ashok Kumar,Rekha,Pran
An acid attack case,2020,131.0,Mystery,6.0,25.0,Kritn Ajitesh,Ashok Kumar,Rekha,Pran
An Encounter,2012,131.0,Thriller,6.0,25.0,Aadish Keluskar,Uday Chandra,Karishma Gupte,Pran
An Engineered Dream,2018,72.0,Documentary,8.4,11.0,Hemant Gaba,Ashok Kumar,Rekha,Pran
An Evening in Paris,1967,168.0,"Musical, Romance, Thriller",6.9,328.0,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Sarita
An Excursion: From the Archives of Kaagaz Ki Kashti,2018,176.0,Documentary,6.0,25.0,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt
An Indian Day,1968,57.0,Documentary,7.1,25.0,S. Sukhdev,Ashok Kumar,Rekha,Pran
An Insignificant Man,2016,96.0,"Documentary, Thriller",8.7,1.0,Khushboo Ranka,Vinay Shukla,Arvind Kejriwal,Saurabh Bhardwaj
An Ordinary Election,2015,125.0,Documentary,6.0,25.0,Lalit Vachani,Ashok Kumar,Rekha,Pran
An Ungodly Tie,2019,135.0,Horror,6.0,25.0,Himanshu Binekar,Mohanti Kesarwani,Trisha Nandwani,Himansh Sajwan
An Unspoken Love Story,2015,131.0,Romance,6.0,25.0,Yogesh,Jaiyanth Vasanth Sinha,Rekha,Pran
Anaadi Anant,1986,131.0,Drama,6.0,25.0,Prakash Jha,Surekha Sikri,Vasant Jasaljar,Suman Kumar
Anaam,1992,131.0,"Action, Drama, Mystery",6.1,29.0,Ramesh Modi,Arman Kohli,Ayesha Jhulka,Kiran Kumar
Anaam,1991,131.0,Drama,6.0,25.0,Ganesh Shetty,Karuna Dogra,Neil Bhoopalam,Raghuvir Yadav
Anaamika,2021,131.0,Horror,6.0,25.0,Vineet Rane,Ejaz Ahmed,Priya Sharma,Shagun Sharma
Anaar,1986,131.0,Drama,6.0,25.0,Madhuri Mishra,Pallavi,Sachin Pilgaonkar,Om Shivpuri
Anaarkali of Aarah,2017,113.0,Drama,5.9,1.0,Avinash Das,Pankaj Tripathi,Swara Bhaskar,Sanjay Mishra
Anaath,1949,131.0,Drama,6.0,25.0,Khwaja Mohammad Abbas,Ashok Kumar,Rekha,Pran
Anadi Khiladi,1986,131.0,Action,6.0,25.0,Naqi Ahmed,Jalal Agha,Puneet Issar,Huma Khan
Anamika,1973,125.0,"Mystery, Romance, Musical",7.1,278.0,Raghunath Jhalani,Sanjeev Kumar,Jaya Bachchan,Iftekhar
Anamika: The Untold Story,2008,131.0,"Drama, Romance, Thriller",3.4,251.0,Ananth Narayan Mahadevan,Dino Morea,Minissha Lamba,Koena Mitra
Anand,1971,122.0,"Drama, Musical",8.3,31.0,Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Sumita Sanyal
Anand,1941,131.0,Drama,6.0,25.0,Samarth Kumar,Ashok Kumar,Rekha,Pran
Anand Aur Anand,1984,131.0,"Family, Drama, Romance",6.1,38.0,Dev Anand,Dev Anand,Suneil Anand,Raj Babbar
Anand Bhawan,1953,131.0,Drama,6.0,25.0,S.M. Yusuf,Trilok Kapoor,Nigar Sultana,Pran
Anand Mahal,1977,131.0,Drama,6.0,25.0,Basu Bhattacharya,Vijay Arora,Manik Dutt,Sarika
Anand Math,1952,176.0,"Biography, Drama, History",7.6,85.0,Hemen Gupta,Prithviraj Kapoor,Geeta Bali,Ranjana
Ananda Ashram,1977,127.0,"Drama, Family",7.1,140.0,Shakti Samanta,Ashok Kumar,Uttam Kumar,Sharmila Tagore
Anangsena,1931,131.0,Drama,6.0,25.0,Moti B. Gidwani,Elizer,Hadi,Jillo
Anantyatra,1985,131.0,Drama,7.0,19.0,Jayoo Patwardhan,Nachiket Patwardhan,Sudhir Joshi,Rohini Hattangadi
Anar,1991,131.0,Musical,6.0,25.0,K.K. Shahi,Sachin Pilgaonkar,Ashok Saraf,Rina Sharma
Anarbala,1940,131.0,Horror,6.0,25.0,A.M. Khan,Benjamin,Shanta Kashmiri,Akhtari
Anarbala,1961,131.0,Drama,6.0,25.0,Raja Yagnik,Daljeet,Krishna Kumari,Nilofer
Anari,1959,166.0,"Comedy, Drama, Musical",7.9,740.0,Hrishikesh Mukherjee,Raj Kapoor,Nutan,Lalita Pawar
Anari,1993,171.0,"Comedy, Drama, Romance",4.8,429.0,K. Muralimohana Rao,Rakhee Gulzar,Venkatesh Daggubati,Karisma Kapoor
Anari,1975,144.0,"Drama, Romance",6.2,36.0,Asit Sen,Shashi Kapoor,Sharmila Tagore,Moushumi Chatterjee
Anari No. 1,1999,169.0,Comedy,5.0,636.0,Kuku Kohli,Govinda,Raveena Tandon,Simran
Anarkali,1935,131.0,Drama,6.0,25.0,R.S. Choudhury,Dinshaw Bilimoria,Jillo,Ruby Mayer
Anarkali,1953,175.0,"History, Musical, Romance",7.2,72.0,Nandlal Jaswantlal,Bina Rai,Pradeep Kumar,Kuldip Kaur
Anath Ashram,1937,136.0,Drama,6.0,25.0,Hemchandra Chunder,Umasashi,Najmul Hussain,Jagdish Sethi
Anatomy of Violence,2016,93.0,"Crime, Drama",5.4,54.0,Deepa Mehta,Vansh Bhardwaj,Tia Bhatia,Janki Bisht
Anban,1944,131.0,Drama,6.0,25.0,Niren Lahiri,Ashok Kumar,Rekha,Pran
Anchhuye,2002,131.0,Drama,6.0,25.0,H.B. Singh,Rajeev Raj,Anissa Poddar,Sahiba
And Unto the Void,1967,131.0,Drama,6.0,25.0,Feroz Chinoy,Shatrughan Sinha,Rekha,Pran
Andaaz,2003,145.0,"Drama, Musical, Romance",5.3,2.0,Raj Kanwar,Akshay Kumar,Lara Dutta,Priyanka Chopra Jonas
Andar Baahar,1984,131.0,"Action, Thriller",5.4,146.0,Raj N. Sippy,Anil Kapoor,Jackie Shroff,Danny Denzongpa
Andaz,1949,148.0,"Musical, Drama, Crime",7.2,498.0,Mehboob Khan,Nargis,Dilip Kumar,V.H. Desai
Andaz,1971,166.0,"Drama, Romance",6.7,275.0,Ramesh Sippy,Shammi Kapoor,Rajesh Khanna,Hema Malini
Andaz,1994,167.0,"Action, Comedy, Drama",4.4,402.0,David Dhawan,Anil Kapoor,Juhi Chawla,Karisma Kapoor
Andaz Apna Apna,1994,160.0,"Action, Comedy, Romance",8.1,50.0,Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon
Andaz Pyaar Ka,1986,131.0,"Drama, Romance",6.0,25.0,Devi Dutt,Govinda,Saeed Jaffrey,Anupam Kher
Andaz Tera Mera,1991,131.0,"Action, Comedy, Romance",6.0,25.0,Kumud Pant,Atul Sharma,Bharat Mistri,Kumud Pant
Andh: Let's Play Blind,2018,103.0,Thriller,6.0,25.0,Vijay Shankar Sharma,Sweta Handoo,Vijay Shankar Sharma,Dalbir Singh
Andha Bichar,1990,148.0,"Action, Drama",6.8,16.0,Shakti Samanta,Mithun Chakraborty,Mandakini,Tanuja
Andha Insaaf,1993,131.0,"Action, Crime",6.2,9.0,Divya Bharti,Ashok Kumar,Rekha,Pran
Andha Oru Nimidam,1985,144.0,"Action, Crime, Drama",6.8,53.0,Major Sundarrajan,Kamal Haasan,Urvashi,Y.G. Mahendran
Andha Sach,1991,131.0,Action,6.0,25.0,Shiva Naraain,Om Katare,Anjan Srivastav,Vinay Maliik
Andhaa Kaanoon,1983,155.0,"Action, Drama",6.1,666.0,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth,Hema Malini
Andhaa Yudh,1987,131.0,"Drama, Thriller",7.3,72.0,Dayal Nihalani,Raj Babbar,Vyjayanti Chavan,Vaishali Dandekar
Andhadhun,2018,139.0,"Crime, Drama, Music",8.2,77.0,Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte
Andher Gardi,1990,131.0,"Action, Drama",6.0,8.0,Ashok Tyagi,Raj Babbar,Kimi Katkar,Sripradha
Andher Nagari Chaupat Raja,1955,131.0,"Comedy, Drama",6.0,25.0,Shamim Bhagat,David Abraham,Amarnath,Brahm Bhardwaj
Andhera,1943,131.0,Drama,6.0,25.0,Aspi Irani,Arun,M. Bhagwandas,Pran
Andhera,1975,110.0,"Crime, Drama, Thriller",5.1,30.0,Shyam Ramsay,Tulsi Ramsay,Sameer Khan,Vani Ganpati
Andhera,1994,131.0,"Drama, Horror, Romance",4.0,6.0,Ajit Asthana,Anchana,Anisha,Anil Dhawan
Andheri Duniya,1936,131.0,Drama,6.0,25.0,Vishram Bedekar,Ashok Kumar,Rekha,Pran
Andheri Raat,1991,131.0,Horror,6.0,25.0,Amala Akkineni,Prabhu,Rekha,Pran
Andheri Raat Mein Diya Tere Haath Mein,1986,129.0,"Comedy, Drama",6.8,56.0,Dada Kondke,Dada Kondke,Usha Chavan,Dina Pathak
Andheri Raatin Mein,2001,131.0,Drama,6.0,25.0,Anil Dhanda,Rajni Chandra,Mohan Joshi,Zunaid Memon
Andhi Gali,1984,152.0,"Drama, Thriller",5.5,13.0,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt,Anil Chatterjee
Andhon Ki Duniya,1947,131.0,Drama,6.0,25.0,Keshavrao Date,Leela Chitnis,Munawwar Sultana,Manmohan Krishna
Andolan,1951,156.0,"Drama, History",6.0,25.0,Phani Majumdar,Kishore Kumar,Gauri Devi,Krishnakant
Andolan,1975,131.0,Drama,6.0,25.0,Lekh Tandon,Urmila Bhatt,Arpana Choudhary,Ajit Singh Deol
Andolan,1995,165.0,"Action, Comedy, Drama",5.0,249.0,Aziz Sejawal,Ishrat Ali,Somy Ali,Divya Bharti
Anek,2021,131.0,Drama,6.0,25.0,Anubhav Sinha,Ayushmann Khurrana,Rekha,Pran
Ang Lagaa Le,1991,131.0,Thriller,6.0,25.0,Abhilasha,Babloo,Shafeeq,Sugandhi
Ang Se Ang Laga Lay,2002,131.0,Thriller,6.0,25.0,Kishore Anand Bhanushali,Amit Kapoor,Amit Pachori,Kirti Shetty
Ang Se Ang Lagaley,1974,131.0,"Drama, Romance",6.0,25.0,Shiv Kumar,Satish Kaul,Prema Narayan,Sulochana Chatterjee
Angaar,1992,176.0,"Action, Crime, Drama",6.4,297.0,Shashilal K. Nair,Jackie Shroff,Dimple Kapadia,Nana Patekar
Angaar,1980,131.0,"Drama, Mystery",6.0,25.0,Ashok Roy,Kiran Kumar,Yogeeta Bali,Helen
Angaar Vadee,1998,140.0,Action,6.0,25.0,Nazim Hassan,Arun Govil,Musthafa Hyder,Saeed Jaffrey
Angaar: The Fire,2002,131.0,Action,3.6,10.0,Ajay Kashyap,Vinay Anand,Rana Jung Bahadur,Rajat Bedi
Angaara,1996,127.0,"Action, Crime",4.3,30.0,Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat,Hemant Birje
Angaaray,1998,141.0,"Action, Crime, Drama",5.3,793.0,Mahesh Bhatt,Akshay Kumar,Nagarjuna Akkineni,Pooja Bhatt
Angaaray,1986,131.0,"Adventure, Crime, Romance",5.8,39.0,Rajesh Seth,Rajesh Khanna,Smita Patil,Raj Babbar
Angaare,1977,131.0,"Drama, Romance",6.0,25.0,Alka,Mohan Choti,Rakhee Gulzar,Bipin Gupta
Angaarey,1975,131.0,"Action, Drama, Thriller",6.0,25.0,Govind Saraiya,Sanjeev Kumar,Rakhee Gulzar,Alka
Angarey,1954,131.0,Drama,7.2,6.0,K.B. Lall,Nasir Khan,Nargis,K.N. Singh
Angarey,1975,131.0,Drama,6.0,25.0,Govind Saraiya,Ashok Kumar,Rekha,Pran
Angel,2011,114.0,"Action, Drama",6.3,84.0,Ganesh Acharya,Sumit Arora,Arun,Raakesh Babu
Angoor,1982,131.0,Comedy,8.3,4.0,Gulzar,Sanjeev Kumar,Moushumi Chatterjee,Deven Verma
Angoor,2005,106.0,Drama,6.1,53.0,Kanti Shah,Sapna Sappu,Rajesh Sabharwal,Amit Pachori
Angoori,1943,131.0,Drama,6.0,25.0,Mahesh Kaul,Ulhas,Rekha,Pran
Angoori,2003,131.0,Thriller,6.0,25.0,Soniya Singh,Ashok Kumar,Rekha,Pran
Angoori Bani Angaara,2015,142.0,Action,6.0,25.0,Nirbhay Chaudhary,Mona Chaudhary,Satish Chikhale,Shubham Dubey
Angoothi,1943,131.0,Drama,6.0,25.0,Bibhuti Mitra,Ashok Kumar,Chandraprabha,Prahlad
Angrakshak,1995,116.0,"Action, Romance",4.4,167.0,Ravi Raja Pinisetty,Sunny Deol,Pooja Bhatt,Rami Reddy
Angrakshak: Body Guard,1995,153.0,Action,6.0,25.0,Vijay Rattan,Vijay Chand,Praneel Kumar,Rumesh Lal
Angrezi Medium,2020,145.0,"Comedy, Drama",7.3,11.0,Homi Adajania,Irrfan Khan,Radhika Madan,Kareena Kapoor
Angry Indian Goddesses,2015,121.0,"Comedy, Drama",7.0,2.0,Pan Nalin,Sarah Jane Dias,Rajshri Deshpande,Sandhya Mridul
Angry Young Man,2014,131.0,Action,5.2,9.0,Ramesh Rout,Muntazir Ahmad,Amit Bhardwaj,Ashit Kumar
Angry Young Men,1991,131.0,Drama,6.0,25.0,Namrata Rao,Ashok Kumar,Rekha,Pran
Angulimaal,1960,153.0,"Action, Adventure, Drama",6.1,28.0,Vijay Bhatt,Nimmi,Bharat Bhushan,Anita Guha
Anhonee,1952,155.0,"Drama, Romance, Thriller",7.2,77.0,Khwaja Ahmad Abbas,Nargis,Raj Kapoor,Agha
Anhonee,1973,127.0,"Drama, Romance, Thriller",7.1,40.0,Ravi Tandon,Sanjeev Kumar,Leena Chandavarkar,Padma Khanna
Animal,2022,131.0,"Action, Drama",6.0,25.0,Sandeep Reddy Vanga,Ranbir Kapoor,Parineeti Chopra,Anil Kapoor
Anita,1967,154.0,"Musical, Thriller, Mystery",6.4,120.0,Raj Khosla,Sadhana,Manoj Kumar,I.S. Johar
Anita Mera Naam,1985,131.0,Action,6.0,25.0,Sengili Murugan,Silk Smitha,Raja Velu,Pran
Anjaam,1940,131.0,Drama,6.0,25.0,Kanjibhai Rathod,Ashok Kumar,Rekha,Pran
Anjaam,1952,131.0,Drama,6.0,25.0,Shanti Kumar,Dulari,Kuldip Kaur,Prem Nath
Anjaam,1968,131.0,"Action, Adventure",5.9,7.0,Shiv Kumar,Feroz Khan,Shahida,Nisar Ahmad Ansari
Anjaam,1978,131.0,"Action, Crime, Drama",5.8,10.0,Kishore Khanna,Sarika,Ramesh Deo,Gajanan Jagirdar
Anjaam,1987,136.0,Thriller,5.3,12.0,T. Hariharan,Rajan Sippy,Parijat,Shashi Kapoor
Anjaam,1994,170.0,"Drama, Thriller",6.9,6.0,Rahul Rawail,Madhuri Dixit,Shah Rukh Khan,Tinnu Anand
Anjaam,2007,131.0,Thriller,6.1,63.0,Ananth Narayan Mahadevan,Emraan Hashmi,Tusshar Kapoor,Pran
Anjaam khuda jaane,1988,131.0,Action,6.0,25.0,Danny Denzongpa,Gulshan Grover,Imtiaz Khan,Dev Kumar
Anjaan,2005,131.0,"Drama, Thriller",2.5,52.0,Hansal Mehta,Mahek Chahal,Vipul Gupta,Aamir Ali
Anjaan Raahen,1974,131.0,"Drama, Comedy",6.5,19.0,Mohan J. Bijlani,Feroz Khan,Asha Parekh,Akbar Khan
Anjaana,1969,152.0,Romance,5.6,48.0,Mohan Kumar,Rajendra Kumar,Babita Kapoor,Pran
Anjaana Anjaani,2010,151.0,"Comedy, Drama, Musical",5.8,6.0,Siddharth Anand,Priyanka Chopra Jonas,Aubrey K. Miller,Ranbir Kapoor
Anjaane,2000,131.0,Drama,4.1,9.0,Ravi Rai,Mohnish Bahl,Beena Banerjee,Farida Jalal
Anjaane Log,1992,131.0,Drama,6.0,25.0,T.P. Jhunjhunwala,Arun Govil,Goga Kapoor,Pinchoo Kapoor
Anjaane Rishte,1989,131.0,Drama,6.0,25.0,Diljit Singh,Shekhar Suman,Seema Kapoor,Vasantsena
Anjaane: The Unkown,2005,110.0,Horror,3.9,71.0,Harryy W. Fernaandes,Manisha Koirala,Sanjay Kapoor,Helen
Anjali,1957,131.0,Drama,6.0,25.0,Chetan Anand,Chetan Anand,Krishan Dhawan,Kumkum
Anjam Hawas Ka,1991,131.0,Thriller,6.0,25.0,Jayalalitha,Uma Maheshwari,Raghu,Sabli
Anjan,1941,144.0,Drama,6.0,25.0,Amiya Chakrabarty,Devika Rani,Ashok Kumar,V.H. Desai
Anjan Bharathi,1998,131.0,Action,6.0,25.0,Krishna Kapil,Sangeeta Arora,Anil Grover,Anup Grover
Anjan Hai Koyee,1969,133.0,"Action, Comedy, Crime",5.8,12.0,Babubhai Mistry,Feroz Khan,Nalini,Helen
Anjana Ishq,1991,131.0,Musical,6.0,25.0,Sanjeev Trigunayat,Ranjeet,Shakti Kapoor,Arun Bakshi
Anjane Mehman,1975,131.0,Drama,6.0,25.0,Samit Bhanja,Jeevan,Padmadevi,Sumita Sanyal
Anjane Mein,1978,131.0,"Drama, Family",6.9,40.0,Samir Ganguly,Rishi Kapoor,Neetu Singh,Nirupa Roy
Anjaneya,2003,168.0,"Action, Crime, Drama",3.4,363.0,N. Maharajan,Ajith Kumar,Meera Jasmine,Raghuvaran
Anjaneyulu,2009,143.0,"Action, Comedy, Crime",4.8,324.0,Parasuram,Ravi Teja,Nayanthara,Kota Srinivasa Rao
Anjangarh,1948,126.0,Drama,6.0,25.0,Bimal Roy,Sunanda Banerjee,Raja Ganguli,Hiralal
Anjuman,1948,131.0,Drama,6.0,25.0,Akhtar Hussein,Paidi Jairaj,Durga Khote,Nargis
